section_name,filename,human_ann1,human_ann2,human_ann3,human_ann4
Business,21biz-trump-times-tcgp-articleLarge.jpg,"A planned Pentagon briefing, in which Elon Musk would learn military plans for any potential war with China, did not go forward after reports in The New York Times and The Wall Street Journal.","A planned Pentagon briefing, in which Elon Musk would learn military plans for any potential war with China, did not go forward after reports in The New York Times and The Wall Street Journal.",Trump Attacks Reporting on Musk War Plans Meeting.,"'Speaking with reporters in the Oval Office on Friday, President Trump acknowledged the prospect of a conflict of interest were Elon Musk to be briefed on the closely guarded military secrets.'"
Business,26trump-chevron-hvfl-articleLarge.jpg,"President Trump appears to be revoking a license that the Biden administration gave Chevron in 2022, potentially hurting the company and Venezuela.","President Trump appears to be revoking a license that the Biden administration gave Chevron in 2022, potentially hurting the company and Venezuela.",Trump to Tighten Rules on Venezuela Oil Production. Trump to Pull Back Oil License for Venezuela,"'Pump jacks in Cabimas, Venezuela. Oil production is an essential part of Venezuela’s economy. '"
Business,11biz-trade-explainer-pqjh-articleLarge.jpg,President Trump’s trade policies will make imports more expensive and calculating and paying the tariffs more complicated.,President Trump’s trade policies will make imports more expensive and calculating and paying the tariffs more complicated.,What to Know About Who Pays the Higher Costs of Trump’s Tariffs. Unraveling  Who Pays For Tariffs,"'Port of Los Angeles in San Pedro, California.'"
Business,2025-04-01-tariff-revenue-analysis-index-articleLarge-v8.png,"It will cost an extra nearly $900 billion in tariffs to bring shoes, TVs and all other imports into the United States, a new analysis of trade data shows.","It will cost an extra nearly $900 billion in tariffs to bring shoes, TVs and all other imports into the United States, a new analysis of trade data shows.",How Much Will Trump’s Tariffs Cost U.S. Importers?.,''
Business,31dc-trade-barriers-bkvm-articleLarge.jpg,The Office of the United States Trade Representative released a report highlighting foreign trade barriers that could influence tariffs the president puts into effect this week.,The Office of the United States Trade Representative released a report highlighting foreign trade barriers that could influence tariffs the president puts into effect this week.,Trump Administration Tallies Trade Barriers That Could Prompt Tariffs.,'Yangshan Port near Shanghai. A report by the Office of the United States Trade Representative dedicated nearly 50 of its 400 pages to China.'
Business,xxnewworld-illo-articleLarge.jpg,The uncertain reaction to Xi Jinping’s display of warmth made sense: Executives are eager for a reset after years in the cold but ever wary of meddling.,The uncertain reaction to Xi Jinping’s display of warmth made sense: Executives are eager for a reset after years in the cold but ever wary of meddling.,Is Xi’s Sudden Embrace of Business for Real? China Is Left Guessing.. Xi Suddenly Warms Up to Business. But China Wonders if It’s for Real.,''
Business,08biz-lawfirms-trump-01-fhmj-articleLarge.jpg,Jenner & Block and WilmerHale are seeking summary judgments against what one of them called “a plain violation of the First Amendment.”,Jenner & Block and WilmerHale are seeking summary judgments against what one of them called “a plain violation of the First Amendment.”,Two Law Firms File for Permanent Relief From Trump’s Executive Orders. 2 Law Firms  File to Block Trump’s Order,"'The Washington offices of Jenner & Block, which, like WilmerHale, was previously granted a temporary restraining order against an executive order signed by President Trump.'"
Business,13dc-tariffs-inflation-01-wthk-articleLarge.jpg,Economists warn that enacting tariffs at a time of persisting price pressures is a risky move.,Economists warn that enacting tariffs at a time of persisting price pressures is a risky move.,Hot Inflation Raises Stakes of Trump’s Tariffs. Hot Inflation  Lifts Stakes In Escalation Of Tariff Use,'President Trump has said that tariffs for many countries and industries are in the works.'
Business,00nw-tradewar-articleLarge.jpg,"Xi Jinping, who rules with absolute authority, has shown he is willing to let the Chinese people endure hardship. President Trump revealed he has limits.","Xi Jinping, who rules with absolute authority, has shown he is willing to let the Chinese people endure hardship. President Trump revealed he has limits.",Trump Showed His Pain Point in His Standoff With China. Trump Orders Exemptions On Phones and Computers,''
Business,11db-trump-xi-qtpc-articleLarge.jpg,Investors are concerned about the continued escalation of the U.S.-China tariff battle — and the state of the president’s negotiating leverage.,Investors are concerned about the continued escalation of the U.S.-China tariff battle — and the state of the president’s negotiating leverage.,Markets Worry About Finding an Exit From Trump’s Trade Fight.,'The gulf is widening between the United States and China over their tit-for-tat tariff clash.'
Business,00Biz-China-RareEarths-11-twkq-articleLarge.jpg,China seized mines and built factories. Japan took note and invested in Australia. But the United States did little despite concerns about control of supplies.,China seized mines and built factories. Japan took note and invested in Australia. But the United States did little despite concerns about control of supplies.,How China Took Over the World’s Rare Earths Industry. How Beijing Took Control Of Its Metals,"'Song Zuokai, 81, peering at a rare earth mine in Baisha, in China’s Guangdong Province in 2010. China nationalized and consolidated the mines in the south into a single state-run company,'"
Business,10markets-tariffs-hollywood-movies-mkpj-articleLarge.jpg,Hollywood’s business in China has dwindled in recent years as the country increased censorship and control of distribution.,Hollywood’s business in China has dwindled in recent years as the country increased censorship and control of distribution.,China to reduce imports of American films..,'The downward impact of U.S. franchise films in China has been significant.'
Business,04db-markets-lmpz-articleLarge.jpg,Global leaders are retaliating and investors have sold off stocks in Asia and Europe.,Global leaders are retaliating and investors have sold off stocks in Asia and Europe.,Trump’s Tariffs Plunge Global Markets Into a Sea of Red.,'Nowhere to hide as a new wave of U.S. tariffs sinks global stock markets.'
Business,00China-hospitals-04-lzjv-articleLarge.jpg,"Still recovering from heavy spending during the pandemic, hospitals are squeezed by a slumping economy and government efforts to curb health care spending.","Still recovering from heavy spending during the pandemic, hospitals are squeezed by a slumping economy and government efforts to curb health care spending.","In China, Financial Stress Stalks Hospitals and Bankruptcies Soar. Bankruptcies Of Hospitals Rise in China","'The Huiren Hospital in Suqian, China. The hospital recently closed, leaving behind labor disputes with unpaid workers. '"
Business,11dc-trump-econ-ztbq-articleLarge-v2.jpg,"On Tuesday, President Trump sent markets into another tailspin by announcing additional tariffs on Canada, suggesting a falling stock market is no longer the bulwark investors had hoped.","On Tuesday, President Trump sent markets into another tailspin by announcing additional tariffs on Canada, suggesting a falling stock market is no longer the bulwark investors had hoped.",Investors Thought They Had Trump Figured Out. They Were Wrong.. More Tumult for Investors Who Once Cheered Trump,'President Trump has so far been undeterred either by signs of cracks in the economy or by plunging stock prices.'
Business,11bank-earns-zvhj-articleLarge.jpg,"JPMorgan’s Jamie Dimon, known for his frankness, is tiptoeing around tariffs as he and other leaders of big banks reveal their latest earnings.","JPMorgan’s Jamie Dimon, known for his frankness, is tiptoeing around tariffs as he and other leaders of big banks reveal their latest earnings.","Whatever You Do, Don’t Ask Wall Street Bosses About Trump’s Tariffs. Whatever You Do, Don’t Ask Wall Street Bosses About Tariffs","'“Obviously,” said Jamie Dimon, JPMorgan Chase’s chief executive, “the China stuff is significant. We don’t know the full effect.”'"
Business,2025-01-29-mexico-canada-china-tariffs-index-articleLarge-v8.png,"Mexico, China and Canada account for more than a third of the products imported to or bought from the United States.","Mexico, China and Canada account for more than a third of the products imported to or bought from the United States.","This Is How Much the U.S. Imports From China, Canada and Mexico.",''
Business,CHINA-RECOUPLING-10-zfjl-articleLarge.jpg,The heavy U.S. tariffs on other Asian countries have made China a more appealing option for companies scared to make a hasty decision amid upheaval in global trade.,The heavy U.S. tariffs on other Asian countries have made China a more appealing option for companies scared to make a hasty decision amid upheaval in global trade.,"In a Storm of Tariffs, Many Companies See China as the Safest Harbor. Many Companies Are Seeing China As Safest Harbor","'Making restaurant appliances and cookware at a small factory in Guangzhou, China, on Wednesday.'"
Business,17china-retaliation-zltc-articleLarge.jpg,"With days until Donald Trump is sworn in, China is bracing for a trade war, aiming at industries as diverse as semiconductors, apparel and industrial plastic.","With days until Donald Trump is sworn in, China is bracing for a trade war, aiming at industries as diverse as semiconductors, apparel and industrial plastic.","Facing a Flurry of U.S. Sanctions, China Prepares to Hit Back. Facing U.S. Sanctions, China Is Preparing to Strike Back","'At a semiconductor facility in Nantong, Jiangsu Province, China. In its final days, the Biden administration has issued new rules to restrict Chinese access to chips.'"
Business,00Russia-sanctions-01-fwjp-articleLarge.jpg,"The president-elect has said he will use sanctions sparingly while vowing to end the war in Ukraine, renewing questions over their efficacy.","The president-elect has said he will use sanctions sparingly while vowing to end the war in Ukraine, renewing questions over their efficacy.",Are Russian Sanctions Working? Debate Gains New Urgency With Trump.. New Look At Sanctions On Russia,'Nearly three years of international sanctions have put a squeeze on Russian consumers. '
Business,16Biz-Stocks-ltbp-articleLarge.jpg,Semiconductor stocks fell after the Trump administration blocked companies from selling certain chips to China without a license.,Semiconductor stocks fell after the Trump administration blocked companies from selling certain chips to China without a license.,Stocks Fall as Powell Sees Tariff Challenges and Tech Pulls Back. Markets Slump on Powell’s Tariff Concerns and Tech’s Pullback,'Nvidia’s stock fell after it said it had been barred from selling certain chips to China. '
Business,19dc-trump-uncertainty-clhm-articleLarge-v2.jpg,President Trump’s economic advisers have used a hodgepodge of messages to justify starting trade wars that are spooking markets.,President Trump’s economic advisers have used a hodgepodge of messages to justify starting trade wars that are spooking markets.,Trump’s Tariffs Have Sown Uncertainty. That Might Be the Point.. Uncertainty From Tariffs May Be Goal,"'The U.S. economy has shown signs of strain as President Trump has leveled steep tariffs on Canada, Mexico and China and prepares to enact “reciprocal” tariffs on countries around the world.'"
Business,China-Pharma-Censor-cjkl-articleLarge.jpg,Criticism over how the Chinese government buys drugs for its public health care system has ignited frustration over the quality of medicine.,Criticism over how the Chinese government buys drugs for its public health care system has ignited frustration over the quality of medicine.,"In China, Government Data on Drugs Blocked From Public After Backlash. Quality of Medicine in China In Question as Data Is Hidden",'The drugs under scrutiny are almost entirely domestically-produced and generic versions of drugs that in the past had been largely imported.'
Business,2025-03-14-stocks-since-inauguration-index-articleLarge.png,"For years, the S&P 500 soared above the stock indexes of other countries. But since Trump’s inauguration, it has fallen 6 percent and is now trailing major markets in Europe and China.","For years, the S&P 500 soared above the stock indexes of other countries. But since Trump’s inauguration, it has fallen 6 percent and is now trailing major markets in Europe and China.",Trump’s Moves Are Boosting Stocks … Overseas. Trump’s Acts Boost Stocks Outside U.S.,''
Business,13Biz-STOCKS-UNCERTAIN-kzlj-articleLarge.jpg,The administration’s whipsawing moves are leaving investors guessing. The risk is that this uncertainty comes at a real cost to the economy.,The administration’s whipsawing moves are leaving investors guessing. The risk is that this uncertainty comes at a real cost to the economy.,An ‘Untradable’ Market: Trump Sows Profound Uncertainty for Stocks. ‘Untradable’:  Trump Sows  Stock Jitters,'Investors have been taking defensive positions as they wait to see how President Trump’s economic actions play out. '
Business,24Apple-Investment-hkjm-articleLarge.jpg,"The company pledged the multibillion-dollar investment over the next four years and said it would create 20,000 jobs. The Texas facility is set to open in 2026.","The company pledged the multibillion-dollar investment over the next four years and said it would create 20,000 jobs. The Texas facility is set to open in 2026.",Apple Vows to Build A.I. Servers in Houston and Spend $500 Billion in U.S.. Apple Vows  $500 Billion U.S. Outlay,"'Apple’s chief executive, Tim Cook, stands behind President Trump and Vice President JD Vance after the two were sworn into office in Washington last month.'"
Technology,00biz-amazon-sellers1-wghf-articleLarge.jpg,An Illinois couple who sell party supplies on Amazon have been frantically trying to understand and adapt to new costs caused by President Trump’s tariffs.,An Illinois couple who sell party supplies on Amazon have been frantically trying to understand and adapt to new costs caused by President Trump’s tariffs.,"They Built a Business, and a Life, on Amazon. Tariffs Are Putting It at Risk.. They Use Amazon  To Sell Party Supplies. New Tariffs Threaten Their Future.","'Jing and Eddie Levine, who run a business selling party supplies on Amazon, are struggling to adapt to an e-commerce system that is on the verge of falling apart.'"
Technology,27DEEPSEEK-EXPLAINER-1-01-hpmc-articleLarge.jpg,How did a little-known Chinese start-up cause the markets and U.S. tech giants to quake? Here’s what to know.,How did a little-known Chinese start-up cause the markets and U.S. tech giants to quake? Here’s what to know.,What to Know About DeepSeek and How It Is Upending A.I.. Why DeepSeek Has Shaken Giants of Technology,'DeepSeek is a Chinese start-up run by a quantitative stock trading firm called High-Flyer.'
Technology,00ulbricht-ticktock-hcvz-articleLarge.jpg,"Libertarian and crypto allies of Ross Ulbricht, who was serving a life sentence for distributing drugs on his Silk Road website, leveraged President Trump’s desire for political support to secure his release.","Libertarian and crypto allies of Ross Ulbricht, who was serving a life sentence for distributing drugs on his Silk Road website, leveraged President Trump’s desire for political support to secure his release.",How Trump Was Persuaded to Pardon an Online Drug Kingpin. Pardon Is Won By Leveraging Trump’s Needs,"'Members of the Libertarian Party chanting and demanding the release of Ross Ulbricht, the founder of Silk Road, during the party’s national convention in May.'"
Technology,30APPLE-bcgw-articleLarge.jpg,"The tech giant’s sales of apps and services helped profit grow 7 percent from a year ago, even as the company contended with slumping sales in China.","The tech giant’s sales of apps and services helped profit grow 7 percent from a year ago, even as the company contended with slumping sales in China.",Apple’s Revenue Increases 4 Percent Despite Slowing iPhone Sales. Apple’s Revenue Increases 4 Percent Despite Slowing iPhone Sales,'Apple released a new iPhone in September without its signature selling point: an A.I. system called Apple Intelligence.'
Technology,01bizz-tiktok-lfwg-articleLarge.jpg,"They are expected to convene on Wednesday to discuss a potential sale of the app, which faces a Saturday deadline to change its ownership structure.","They are expected to convene on Wednesday to discuss a potential sale of the app, which faces a Saturday deadline to change its ownership structure.",Trump Set to Meet With Top Aides to Decide TikTok’s Fate.,"'President Trump signed numerous executive orders, including a delay of a deadline for banning TikTok, on the first day of his second term.'"
Technology,00deport-tech-1-czqj-articleLarge.jpg,Border enforcement agencies have spent billions assembling surveillance tools to track and find people. These could be critical in President Trump’s immigration agenda.,Border enforcement agencies have spent billions assembling surveillance tools to track and find people. These could be critical in President Trump’s immigration agenda.,The Tech Arsenal That Could Power Trump’s Immigration Crackdown. The Technology That Could Fuel  Trump’s Immigration Offensive,"'Customs and Border Protection agents check the documents of migrants at the Paso Del Norte International Bridge in El Paso, Texas. The U.S. government has built up an arsenal of tech tools over the years.'"
Technology,02biz-appletariffs-hfo-1-jpwl-articleLarge.jpg,The iPhone maker spent years trying to move production of some products out of China to avoid tariffs. But now that may not matter.,The iPhone maker spent years trying to move production of some products out of China to avoid tariffs. But now that may not matter.,Trump’s New Tariffs Test Apple’s Global Supply Chain.,'The president’s proposed tariffs threaten to compound the pressure on Apple’s business.'
Technology,OakArticle-67ad2963-kvzb-articleLarge.jpg,"The social media site agreed to pay in the range of $10 million to settle with the president, who had sued over the suspension of his account in 2021.","The social media site agreed to pay in the range of $10 million to settle with the president, who had sued over the suspension of his account in 2021.",Elon Musk’s X Settles Trump Lawsuit. X and Trump Settle Their Suit for About $10 Million,'Elon Musk with President Trump in the Oval Office Tuesday.'
Technology,19trump-tiktok-fjqm-articleLarge.jpg,"Some users saw the social media app come back online on Sunday, following a shutdown when a federal law went into effect requiring a sale or ban.","Some users saw the social media app come back online on Sunday, following a shutdown when a federal law went into effect requiring a sale or ban.",TikTok Flickers Back to Life After Trump Says He Will Stall a Ban. TikTok Revived After Trump Pledges to Stall Ban,'President-elect Donald J. Trump said in a post on Sunday that he would “confirm that there will be no liability for any company that helped keep TikTok from going dark before my order.”'
Technology,05trump-winning-whgf-articleLarge.jpg,"Among an array of pro-Trump personalities and media outlets, the president can do no wrong.","Among an array of pro-Trump personalities and media outlets, the president can do no wrong.","In the Eyes of Right-Wing Media, Trump Just Keeps On Winning. In Eyes of the Right Wing Media, Trump Just Keeps On Winning","'In the eyes of right-wing media, President Trump’s first weeks back in the White House have been a success.'"
Technology,29OPENAI-DEEPSEEK-app-hbql-articleLarge.jpg,The San Francisco start-up claims that its Chinese rival may have used data generated by OpenAI technologies to build new systems.,The San Francisco start-up claims that its Chinese rival may have used data generated by OpenAI technologies to build new systems.,OpenAI Says DeepSeek May Have Improperly Harvested Its Data. OpenAI Alleges DeepSeek  Used Its Data Improperly,'DeepSeek spooked Silicon Valley companies and sent financial markets into a tailspin earlier this week after releasing its A.I. technologies.'
Technology,14earthmetals-explainer-fkbc-articleLarge.jpg,China’s new restrictions on exports of the metals could have an impact on the production of everything from LED lights to fighter jets.,China’s new restrictions on exports of the metals could have an impact on the production of everything from LED lights to fighter jets.,What Are Rare Earth Metals?. China Limiting Critical Exports Of Rare Earths To Hobble U.S.,'A smelting workshop in China’s Inner Mongolia in 2010. The vast majority of the world’s supply of rare earths is mined in China.'
Technology,00ftc-firing-hfo-czlf-articleLarge.jpg,The decision to fire the two members of the traditionally independent regulatory body is likely to face a legal challenge.,The decision to fire the two members of the traditionally independent regulatory body is likely to face a legal challenge.,Trump Fires Democrats on Federal Trade Commission. Trump Fires the 2 Democrats on the F.T.C.,"'President Trump, shown in the Oval Office last month, fired Rebecca Kelly Slaughter and Alvaro Bedoya from the Federal Trade Commission on Tuesday.'"
Technology,26techfix-articleLarge.jpg,"With a national ban increasingly unlikely, let’s reflect on how the app both sparks joy among users and raises mental health concerns.","With a national ban increasingly unlikely, let’s reflect on how the app both sparks joy among users and raises mental health concerns.","If TikTok Is Here to Stay, What Does That Mean for Us?. TikTok Appears to Be Staying.  What Does That Mean for Us?",''
Technology,OakArticle-678fe2bb-altman-tbhp-articleLarge.jpg,"OpenAI, Oracle and SoftBank formed a new joint venture called Stargate to invest in data centers, building on major U.S. investments in the technology.","OpenAI, Oracle and SoftBank formed a new joint venture called Stargate to invest in data centers, building on major U.S. investments in the technology.",Trump Announces $100 Billion A.I. Initiative.,"'Sam Altman, chief executive of OpenAI, center, at the inauguration of President Trump at the U.S. Capitol on Monday.'"
Technology,07biz-tiktok-zqjh-articleLarge.jpg,The future of the popular video app is now at the center of a geopolitical tussle between Washington and Beijing.,The future of the popular video app is now at the center of a geopolitical tussle between Washington and Beijing.,How Trump’s TikTok Negotiations Were Upended by China and Tariffs. How Trump’s TikTok Deal Was Upended by China,"'President Trump told reporters on Air Force One on Sunday that his administration had been “pretty close” to a deal to save TikTok, “and then China changed the deal because of tariffs.”'"
Technology,hfo-tiktok-down-lbkq-articleLarge.jpg,The popular video app stopped working shortly before a federal law barring U.S. companies from hosting or distributing TikTok was set to take effect on Sunday.,The popular video app stopped working shortly before a federal law barring U.S. companies from hosting or distributing TikTok was set to take effect on Sunday.,TikTok Goes Dark in the U.S..,'TikTok’s logo on a billboard at Times Square. The company had made last-minute pleas to both the Biden administration and the incoming Trump administration for a way out of a forced sale or ban.'
Technology,22META-1-qzhl-articleLarge.jpg,Many Instagram and Facebook users say they are confused about why they are seeing posts from the president and vice president in their feeds. Here’s what to know.,Many Instagram and Facebook users say they are confused about why they are seeing posts from the president and vice president in their feeds. Here’s what to know.,Why You Might Suddenly Be Following Trump on Instagram and Facebook. Why You Might Suddenly Be Following Trump on Instagram,'Some Instagram and Facebook users have found themselves following the president and vice president in the social media apps even though they had not signed up to do so.'
Technology,ROOSE-market-btgv-articleLarge.jpg,"A new A.I. model, released by a scrappy Chinese upstart, has rocked Silicon Valley and upended several fundamental assumptions about A.I. progress.","A new A.I. model, released by a scrappy Chinese upstart, has rocked Silicon Valley and upended several fundamental assumptions about A.I. progress.",Why DeepSeek Could Change What Silicon Valley Believes About A.I.. China’s Little A.I. That Could Upends Silicon Valley Dogma,'Markets panicked after DeepSeek’s breakthrough on cost challenged the “bigger is better” narrative that has driven the A.I. arms race in recent years.'
Technology,13common-sense-promo-articleLarge.png,"President Trump and the network have used the phrase to suggest that his policies are the right ones and popular, though polling suggests otherwise.","President Trump and the network have used the phrase to suggest that his policies are the right ones and popular, though polling suggests otherwise.","For Trump and Fox News, New Policies Are Simply ‘Common Sense’. Both Trump and Fox News Describe His New Policies as Simply Judicious",''
Technology,18biz-chips-panic-01-glpt-articleLarge.jpg,New restrictions on semiconductor exports to China are scrambling sales and fueling concerns that the Chinese tech giant will become a chip-making powerhouse.,New restrictions on semiconductor exports to China are scrambling sales and fueling concerns that the Chinese tech giant will become a chip-making powerhouse.,U.S. Chipmakers Fear They Are Ceding China’s A.I. Market to Huawei. U.S. Chipmakers Losing Lucrative Chinese Market,'American chip companies worry Huawei could become a major rival for A.I. chips.'
Technology,00bitcoin-reserve-articleLarge.jpg,"The cryptocurrency industry has pushed President-elect Donald J. Trump to establish one, creating real political momentum behind the plan.","The cryptocurrency industry has pushed President-elect Donald J. Trump to establish one, creating real political momentum behind the plan.",A First-Day Trump Order: A Federal Stockpile of Bitcoin?. A Federal Bitcoin Stockpile? Trump Likes the Idea.,''
Technology,04google-china-jtqk-articleLarge.jpg,"China said it had started an antitrust investigation of Google, which works with Chinese companies on smartphones and advertising outside the country.","China said it had started an antitrust investigation of Google, which works with Chinese companies on smartphones and advertising outside the country.",What’s at Stake for Google in China?.,'China is the latest among a number of countries that have launched antitrust investigations into Google.'
Technology,OakArticle-67d97d06-wgkb-articleLarge.jpg,"Top congressional aides met with Oracle on Tuesday to talk about TikTok, which faces a ban in the United States unless it is sold to a non-Chinese owner by early April.","Top congressional aides met with Oracle on Tuesday to talk about TikTok, which faces a ban in the United States unless it is sold to a non-Chinese owner by early April.",Oracle’s Role in TikTok’s Future Gets Capitol Hill Scrutiny. Oracle’s Role With TikTok Gets Capitol Hill Scrutiny,"'Larry Ellison, co-founder and chief technology officer of Oracle, in the Oval Office in February. Oracle is a technology partner of TikTok in the United States. '"
Technology,09Tiktok-global-gpfh-articleLarge.jpg,"TikTok is challenging a possible ban or forced sale to new owners in the United States, but has for several years been waging other fights in at least 20 countries.","TikTok is challenging a possible ban or forced sale to new owners in the United States, but has for several years been waging other fights in at least 20 countries.",TikTok Is Facing Legal Backlash Around the World. Social Media App Battles Backlash Around the World,"'The Culver City, Calif., offices of TikTok, which is asking the Supreme Court this week to strike down a potential ban of the app in the United States. '"
Technology,13OPENAI-1-fkqc-articleLarge.jpg,The maker of ChatGPT hopes to spur investment from the Middle East and avoid strict regulations on the development of new technologies.,The maker of ChatGPT hopes to spur investment from the Middle East and avoid strict regulations on the development of new technologies.,OpenAI Courts Trump With Vision for ‘A.I. in America’. OpenAI Puts  Vision for ‘A.I.  In America’ To Trump Team,"'The San Francisco headquarters of OpenAI, which believes “America needs to act now to maximize A.I.’s possibilities while minimizing its harms,” the company’s head of global policy wrote.'"
Technology,biz-nintendo-tariffs-02-pgfv-articleLarge.jpg,The company moved most of its manufacturing to Vietnam from China to avoid tariffs. But the unpredictability of President Trump’s plans has thrown Nintendo for a loop.,The company moved most of its manufacturing to Vietnam from China to avoid tariffs. But the unpredictability of President Trump’s plans has thrown Nintendo for a loop.,Nintendo Switch Game Console Release Is Whipsawed by Tariff Threats. Tariffs May Raise Cost Of Switch 2,'People played the Nintendo Switch 2 video game console last week at an event in New York City.'
Technology,28crypto-bittorrent-zlgv-articleLarge.jpg,"Going case by case, regulators have halted investigations and withdrawn or paused lawsuits against top crypto companies and their executives.","Going case by case, regulators have halted investigations and withdrawn or paused lawsuits against top crypto companies and their executives.","Under Trump, U.S. Increasingly Pulls Back From Crypto Crackdown. Crackdown  On Crypto Is Bulldozed Under Trump","'The Securities and Exchange Commission asked a federal judge this week to pause a major fraud case against the crypto entrepreneur Justin Sun, second from left.'"
Technology,biz-15nvidia-mpcv-articleLarge.jpg,"The restrictions are the first major limits the Trump administration has put on semiconductor sales outside the United States, toughening rules created by the Biden administration.","The restrictions are the first major limits the Trump administration has put on semiconductor sales outside the United States, toughening rules created by the Biden administration.",Nvidia Says U.S. Will Restrict Sales of More of Its A.I. Chips to China. Chip-Making Giant Says U.S. Put Restrictions on Its Sales to China,'China has been a key but shrinking market for Nvidia. '
Technology,25BIZ-TIKTOK-2-chwp-articleLarge.jpg,"The popular video app, which could be banned in the United States next month if it is not sold to a non-Chinese owner, is portraying itself as a savior of Americans and a champion of small businesses in a new campaign.","The popular video app, which could be banned in the United States next month if it is not sold to a non-Chinese owner, is portraying itself as a savior of Americans and a champion of small businesses in a new campaign.","With a U.S. Ban Looming, TikTok Portrays Itself as a Force for Good. In Ad Blitz, TikTok Says It’s a Force For Good",'A TikTok billboard ad in Times Square.'
Technology,NVIDIA-EARNINGS-1-pwjm-articleLarge.jpg,"The Silicon Valley company, which dominates the market for chips needed to build A.I. systems, said revenue was up 78 percent from a year earlier.","The Silicon Valley company, which dominates the market for chips needed to build A.I. systems, said revenue was up 78 percent from a year earlier.","Nvidia’s Profit Jumps 80% as Company Rides Tech’s A.I. Boom. After Scare, Nvidia Profit Is Up 80%","'Jensen Huang, Nvidia’s chief executive, in Las Vegas in January. He visited the White House last month to discuss A.I. and semiconductors with President Trump. '"
Technology,21OPENAI-CHINA-vcpk-articleLarge.jpg,The company said a Chinese operation had built the tool to identify anti-Chinese posts on social media services in Western countries.,The company said a Chinese operation had built the tool to identify anti-Chinese posts on social media services in Western countries.,OpenAI Uncovers Evidence of A.I.-Powered Chinese Surveillance Tool. OpenAI Finds Evidence  Of a Stealth China Tool Spying on Social Media,'Researchers said they had discovered a Chinese surveillance tool when someone working on it used OpenAI technology to debug the computer code.'
Technology,10biz-chips-act-zqmg-articleLarge.jpg,The president’s attack on the key tenet of the Biden administration’s industrial policy has set off concerns that he may claw back its funding.,The president’s attack on the key tenet of the Biden administration’s industrial policy has set off concerns that he may claw back its funding.,Trump’s Call to Scrap ‘Horrible’ Chip Program Spreads Panic. Trump’s Pan Of CHIPS Stirs Panic,"'An Intel construction site in Chandler, Ariz. Intel is among the companies that have pledged to invest hundreds of billions of dollars in U.S. chip-making facilities.'"
Technology,25biz-signal-faq-pghw-articleLarge.jpg,"The app, which was introduced in 2014 and has hundreds of millions of users, is widely viewed as the safest messaging tool because of its encryption technology.","The app, which was introduced in 2014 and has hundreds of millions of users, is widely viewed as the safest messaging tool because of its encryption technology.","How Secure Is Signal, Anyway?. For Most Users, Signal Is Considered Safe","'Secretary of Defense Pete Hegseth in the Oval Office in March, during a meeting between President Trump and NATO’s Secretary General.'"
Technology,19tiktok-messages-1-bghm-articleLarge.jpg,"The app has repeatedly name checked the president-elect in pop-up messages and statements, as it navigates a ban in the United States unless it is sold to a non-Chinese owner.","The app has repeatedly name checked the president-elect in pop-up messages and statements, as it navigates a ban in the United States unless it is sold to a non-Chinese owner.","TikTok Butters Up Trump, Again and Again.","'TikTok’s repeated mentions of President-elect Donald J. Trump are a stark example of how badly TikTok and its Chinese owner, ByteDance, need his support.'"
Technology,12trump-news-tariffs-exemptions2-fzwh-articleLarge.jpg,"A long list of electronic products got a reprieve for now from at least some of the levies on China, which had been expected to take a toll on tech giants like Apple.","A long list of electronic products got a reprieve for now from at least some of the levies on China, which had been expected to take a toll on tech giants like Apple.","Trump Adds Tariff Exemptions for Smartphones, Computers and Other Electronics. Trump Orders Exemptions On Phones and Computers",'The threat of higher iPhone prices caused some Americans to rush to Apple stores to buy new phones.'
Technology,00techgiants-trump-combo-articleLarge.jpg,Other big technology companies have been boisterous in their courtship of the new administration. But Nvidia and Microsoft have avoided the Washington spotlight.,Other big technology companies have been boisterous in their courtship of the new administration. But Nvidia and Microsoft have avoided the Washington spotlight.,Microsoft and Nvidia: The Tech Giants Taking a Quieter Approach to Trump. Tech Giants Speak Softly About Trump,"'Microsoft’s Satya Nadella, left, and Nvidia’s Jensen Huang have quietly met with President Trump.'"
Technology,china-censor-gckt-articleLarge.jpg,"Think tanks and universities have helped expose problematic Chinese business practices. Now, those businesses are accusing them of defamation.","Think tanks and universities have helped expose problematic Chinese business practices. Now, those businesses are accusing them of defamation.",Chinese Companies’ New Tactic to Stop Damaging Research: Legal Threats. Chinese Companies Deploy Suits in a Bid to Silence Foreign Critics,"'BGI, a Chinese technology company, accused Anna Puglisi of making defamatory claims when she was a researcher at Georgetown University.'"
Technology,DEEPSEEK-IMPRESSIONS-TIANANMEN-tqzl-articleLarge.jpg,"The chatbot from China appears to perform a number of tasks as well as its American competitors do, but it censors topics such as Tiananmen Square.","The chatbot from China appears to perform a number of tasks as well as its American competitors do, but it censors topics such as Tiananmen Square.",First Impressions of DeepSeek’s A.I. Chatbot.,"'When asked to summarize the 1989 Tiananmen Square massacre, DeepSeek responded that the information was “beyond my current scope.”'"
