Player1,Player2,Shared Seasons
Chris Hatcher ,Justin Turner ,1
Chris Hatcher ,Kenley Jansen ,1
Chris Hatcher ,Kike Hernandez,1
Chris Hatcher ,Luis Avilan ,1
Chris Hatcher ,Mat Latos ,1
Chris Hatcher ,Matt West ,1
Chris Hatcher ,Mike Bolsinger,1
Chris Hatcher ,Paco Rodriguez,1
Chris Hatcher ,Pedro Baez,1
Chris Hatcher ,Ronald Torreyes ,1
Chris Hatcher ,Scott Baker ,1
Chris Hatcher ,Scott Schebler,1
Chris Hatcher ,Scott Van Slyke ,1
Chris Hatcher ,Sergio Santos ,1
Chris Hatcher ,Yasiel Puig ,1
Chris Hatcher ,Yasmani Grandal ,1
Chris Hatcher ,Yimi Garcia ,1
Chris Hatcher ,Zach Lee,1
Chris Hatcher ,Zack Greinke,1
Chris Hatcher,Chris Taylor ,1
Chris Hatcher,Clayton Kershaw,1
Chris Hatcher,Corey Seager ,1
Chris Hatcher,Grant Dayton ,1
Chris Hatcher,Howie Kendrick ,1
Chris Hatcher,Hyun Jin Ryu ,1
Chris Hatcher,J.P. Howell,1
Chris Hatcher,Jesse Chavez ,1
Chris Hatcher,Joc Pederson ,1
Chris Hatcher,Joe Blanton,1
Chris Hatcher,Jose De Leon ,1
Chris Hatcher,Josh Fields,1
Chris Hatcher,Josh Ravin ,1
Chris Hatcher,Josh Reddick ,1
Chris Hatcher,Julio Urias,1
Chris Hatcher,Justin Turner,1
Chris Hatcher,Kenley Jansen,1
Chris Hatcher,Kenta Maeda,1
Chris Hatcher,Kike Hernandez ,1
Chris Hatcher,Louis Coleman,1
Chris Hatcher,Luis Avilan,1
Chris Hatcher,Micah Johnson,1
Chris Hatcher,Mike Bolsinger ,1
Chris Hatcher,Nick Tepesch ,1
Chris Hatcher,Pedro Baez ,1
Chris Hatcher,Rich Hill,1
Chris Hatcher,Rob Segedin,1
Chris Hatcher,Ross Stripling ,1
Chris Hatcher,Scott Kazmir ,1
Chris Hatcher,Scott Van Slyke,1
Chris Hatcher,Trayce Thompson,1
Chris Hatcher,Will Venable ,1
Chris Hatcher,Yasiel Puig,1
Chris Hatcher,Yasmani Grandal,1
Chris Hatcher,Yimi Garcia,1
Chris Hatcher,Zach Walters ,1
Chris Hatcher ,Chris Taylor,1
Chris Hatcher ,Clayton Kershaw ,1
Chris Hatcher ,Cody Bellinger,1
Chris Hatcher ,Corey Seager,1
Chris Hatcher ,Curtis Granderson ,1
Chris Hatcher ,Edward Paredes,1
Chris Hatcher ,Fabio Castillo,1
Chris Hatcher ,Franklin Gutierrez,1
Chris Hatcher ,Grant Dayton,1
Chris Hatcher ,Hyun Jin Ryu,1
Chris Hatcher ,Joc Pederson,1
Chris Hatcher ,Josh Fields ,1
Chris Hatcher ,Josh Ravin,1
Chris Hatcher ,Julio Urias ,1
Chris Hatcher ,Justin Turner ,1
Chris Hatcher ,Kenley Jansen ,1
Chris Hatcher ,Kenta Maeda ,1
Chris Hatcher ,Kike Hernandez,1
Chris Hatcher ,Kyle Farmer ,1
Chris Hatcher ,Logan Forsythe,1
Chris Hatcher ,Luis Avilan ,1
Chris Hatcher ,Mike Freeman,1
Chris Hatcher ,OKoyea Dickson,1
Chris Hatcher ,Pedro Baez,1
Chris Hatcher ,Rich Hill ,1
Chris Hatcher ,Rob Segedin ,1
Chris Hatcher ,Ross Stripling,1
Chris Hatcher ,Scott Van Slyke ,1
Chris Hatcher ,Sergio Romo ,1
Chris Hatcher ,Tim Locastro,1
Chris Hatcher ,Tony Cingrani ,1
Chris Hatcher ,Tony Watson ,1
Chris Hatcher ,Trayce Thompson ,1
Chris Hatcher ,Walker Buehler,1
Chris Hatcher ,Wilmer Font ,1
Chris Hatcher ,Yasiel Puig ,1
Chris Hatcher ,Yasmani Grandal ,1
Chris Hatcher ,Yu Darvish,1
Chris Heisey,Clayton Kershaw ,1
Chris Heisey,Corey Seager,1
Chris Heisey,Danny Coulombe,1
Chris Heisey,Darwin Barney ,1
Chris Heisey,David Huff,1
Chris Heisey,Eric Surkamp,1
Chris Heisey,Howie Kendrick,1
Chris Heisey,Ian Thomas,1
Chris Heisey,J.P. Howell ,1
Chris Heisey,Jim Johnson ,1
Chris Heisey,Jimmy Rollins ,1
Chris Heisey,Joc Pederson,1
Chris Heisey,Joe Wieland ,1
Chris Heisey,Joel Peralta,1
Chris Heisey,Jose Peraza ,1
Chris Heisey,Josh Ravin,1
Chris Heisey,Juan Nicasio,1
Chris Heisey,Juan Uribe,1
Chris Heisey,Justin Ruggiano ,1
Chris Heisey,Justin Turner ,1
Chris Heisey,Kenley Jansen ,1
Chris Heisey,Kike Hernandez,1
Chris Heisey,Luis Avilan ,1
Chris Heisey,Mat Latos ,1
Chris Heisey,Matt West ,1
Chris Heisey,Mike Bolsinger,1
Chris Heisey,Paco Rodriguez,1
Chris Heisey,Pedro Baez,1
Chris Heisey,Ronald Torreyes ,1
Chris Heisey,Scott Baker ,1
Chris Heisey,Scott Schebler,1
Chris Heisey,Scott Van Slyke ,1
Chris Heisey,Sergio Santos ,1
Chris Heisey,Yasiel Puig ,1
Chris Heisey,Yasmani Grandal ,1
Chris Heisey,Yimi Garcia ,1
Chris Heisey,Zach Lee,1
Chris Heisey,Zack Greinke,1
Chris Martin,Chris Taylor,1
Chris Martin,Clayton Kershaw ,1
Chris Martin,Cody Bellinger,1
Chris Martin,Craig Kimbrel ,1
Chris Martin,Daniel Hudson ,1
Chris Martin,David Price ,1
Chris Martin,Dustin May,1
Chris Martin,Eddy Alvarez,1
Chris Martin,Edwin Rios,1
Chris Martin,Evan Phillips ,1
Chris Martin,Freddie Freeman ,1
Chris Martin,Garrett Cleavinger,1
Chris Martin,Gavin Lux ,1
Chris Martin,Hanser Alberto,1
Chris Martin,Heath Hembree ,1
Chris Martin,Jake Lamb ,1
Chris Martin,Jake Reed ,1
Chris Martin,James Outman,1
Chris Martin,Joey Gallo,1
Chris Martin,Julio Urias ,1
Chris Martin,Justin Bruihl ,1
Chris Martin,Justin Turner ,1
Chris Martin,Kevin Pillar,1
Chris Martin,Max Muncy ,1
Chris Martin,Michael Grove ,1
Chris Martin,Miguel Vargas ,1
Chris Martin,Mitch White ,1
Chris Martin,Mookie Betts,1
Chris Martin,Phil Bickford ,1
Chris Martin,Reyes Moronta ,1
Chris Martin,Robbie Erlin,1
Chris Martin,Ryan Pepiot ,1
Chris Martin,Shane Greene,1
Chris Martin,Tommy Kahnle,1
Chris Martin,Tony Gonsolin ,1
Chris Martin,Tony Wolters,1
Chris Martin,Trayce Thompson ,1
Chris Martin,Trea Turner ,1
Chris Martin,Tyler Anderson,1
Chris Martin,Walker Buehler,1
Chris Martin,Will Smith,1
Chris Martin,Yency Almonte ,1
Chris Martin,Zach McKinstry,1
Chris Taylor ,Clayton Kershaw,1
Chris Taylor ,Cody Bellinger ,1
Chris Taylor ,Corey Seager ,1
Chris Taylor ,Daniel Corcino ,1
Chris Taylor ,Daniel Hudson,1
Chris Taylor ,David Freese ,1
Chris Taylor ,Dennis Santana ,1
Chris Taylor ,Dylan Floro,1
Chris Taylor ,Edward Paredes ,1
Chris Taylor ,Erik Goeddel ,1
Chris Taylor ,Hyun Jin Ryu ,1
Chris Taylor ,JT Chargois,1
Chris Taylor ,Joc Pederson ,1
Chris Taylor ,John Axford,1
Chris Taylor ,Josh Fields,1
Chris Taylor ,Julio Urias,1
Chris Taylor ,Justin Turner,1
Chris Taylor ,Kenley Jansen,1
Chris Taylor ,Kenta Maeda,1
Chris Taylor ,Kike Hernandez ,1
Chris Taylor ,Kyle Farmer,1
Chris Taylor ,Logan Forsythe ,1
Chris Taylor ,Manny Machado,1
Chris Taylor ,Matt Kemp,1
Chris Taylor ,Max Muncy,1
Chris Taylor ,Pat Venditte ,1
Chris Taylor ,Pedro Baez ,1
Chris Taylor ,Rich Hill,1
Chris Taylor ,Rocky Gale ,1
Chris Taylor ,Ross Stripling ,1
Chris Taylor ,Ryan Madson,1
Chris Taylor ,Scott Alexander,1
Chris Taylor ,Tim Locastro ,1
Chris Taylor ,Tony Cingrani,1
Chris Taylor ,Walker Buehler ,1
Chris Taylor ,Wilmer Font,1
Chris Taylor ,Yasiel Puig,1
Chris Taylor ,Yasmani Grandal,1
Chris Taylor ,Yimi Garcia,1
Chris Taylor ,Zac Rosscup,1
Chris Taylor ,Zach Neal,1
Chris Taylor,Cody Bellinger,1
Chris Taylor,Corey Seager,1
Chris Taylor,Daniel Hudson ,1
Chris Taylor,David Peralta ,1
Chris Taylor,Dennis Santana,1
Chris Taylor,Dylan Covey ,1
Chris Taylor,Dylan Floro ,1
Chris Taylor,Edwin Rios,1
Chris Taylor,Emmet Sheehan ,1
Chris Taylor,Evan Phillips ,1
Chris Taylor,Freddie Freeman ,1
Chris Taylor,Gavin Lux ,1
Chris Taylor,Gavin Stone ,1
Chris Taylor,Gus Varland ,1
Chris Taylor,J.D. Martinez ,1
Chris Taylor,Jake Marisnick,1
Chris Taylor,Jake McGee,1
Chris Taylor,Jake Reed ,1
Chris Taylor,James Outman,1
Chris Taylor,Jason Heyward ,1
Chris Taylor,Joc Pederson,1
Chris Taylor,Jonny DeLuca,1
Chris Taylor,Josh Sborz,1
Chris Taylor,Justin Bruihl ,1
Chris Taylor,Justin Turner ,1
Chris Taylor,Keibert Ruiz,1
Chris Taylor,Kenley Jansen ,1
Chris Taylor,Kolten Wong ,1
Chris Taylor,Kyle Hurt ,1
Chris Taylor,Lance Lynn,1
Chris Taylor,Luke Williams ,1
Chris Taylor,Matt Beaty,1
Chris Taylor,Michael Busch ,1
Chris Taylor,Michael Grove ,1
Chris Taylor,Miguel Rojas,1
Chris Taylor,Miguel Vargas ,1
Chris Taylor,Mitch White ,1
Chris Taylor,Nick Robertson,1
Chris Taylor,Noah Syndergaard,1
Chris Taylor,Pedro Baez,1
Chris Taylor,Phil Bickford ,1
Chris Taylor,Ross Stripling,1
Chris Taylor,Ryan Brasier,1
Chris Taylor,Ryan Pepiot ,1
Chris Taylor,Ryan Yarbrough,1
Chris Taylor,Scott Alexander ,1
Chris Taylor,Shelby Miller ,1
Chris Taylor,Tayler Scott,1
Chris Taylor,Terrance Gore ,1
Chris Taylor,Trayce Thompson ,1
Chris Taylor,Tyler Cyr ,1
Chris Taylor,Tyson Miller,1
Chris Taylor,Walker Buehler,1
Chris Taylor,Wander Suero,1
Chris Taylor,Yency Almonte ,1
Chris Taylor,Yonny Hernandez ,1
Chris Taylor,Zach McKinstry,1
Chris Taylor ,Cody Bellinger ,1
Chris Taylor ,David Freese ,1
Chris Taylor ,Dennis Santana ,1
Chris Taylor ,Dustin May ,1
Chris Taylor ,Dylan Floro,1
Chris Taylor ,Edwin Rios ,1
Chris Taylor ,Gavin Lux,1
Chris Taylor ,Grant Dayton ,1
Chris Taylor ,Howie Kendrick ,1
Chris Taylor ,J.P. Howell,1
Chris Taylor ,JT Chargois,1
Chris Taylor ,Jaime Schultz,1
Chris Taylor ,Jedd Gyorko,1
Chris Taylor ,Jesse Chavez ,1
Chris Taylor ,Joe Blanton,1
Chris Taylor ,Joe Kelly,1
Chris Taylor ,Jose De Leon ,1
Chris Taylor ,Josh Fields,1
Chris Taylor ,Josh Ravin ,1
Chris Taylor ,Josh Reddick ,1
Chris Taylor ,Josh Sborz ,1
Chris Taylor ,Kristopher Negron,1
Chris Taylor ,Kyle Garlick ,1
Chris Taylor ,Louis Coleman,1
Chris Taylor ,Luis Avilan,1
Chris Taylor ,Matt Beaty ,1
Chris Taylor ,Max Muncy,1
Chris Taylor ,Micah Johnson,1
Chris Taylor ,Mike Bolsinger ,1
Chris Taylor ,Nick Tepesch ,1
Chris Taylor ,Rob Segedin,1
Chris Taylor ,Rocky Gale ,1
Chris Taylor ,Russell Martin ,1
Chris Taylor ,Scott Alexander,1
Chris Taylor ,Scott Kazmir ,1
Chris Taylor ,Scott Van Slyke,1
Chris Taylor ,Tony Gonsolin,1
Chris Taylor ,Travis dArnaud ,1
Chris Taylor ,Trayce Thompson,1
Chris Taylor ,Tyler White,1
Chris Taylor ,Walker Buehler ,1
Chris Taylor ,Will Smith ,1
Chris Taylor ,Will Venable ,1
Chris Taylor ,Yasiel Puig,1
Chris Taylor ,Yasmani Grandal,1
Chris Taylor ,Zac Rosscup,1
Chris Taylor ,Zach Walters ,1
Chris Taylor,Conner Greene ,1
Chris Taylor,Corey Knebel,1
Chris Taylor,Craig Kimbrel ,1
Chris Taylor,Curtis Granderson ,1
Chris Taylor,DJ Peters ,1
Chris Taylor,Daniel Hudson ,1
Chris Taylor,Darien Nunez,1
Chris Taylor,Dennis Santana,1
Chris Taylor,Eddy Alvarez,1
Chris Taylor,Edward Paredes,1
Chris Taylor,Edwin Uceta ,1
Chris Taylor,Fabio Castillo,1
Chris Taylor,Franklin Gutierrez,1
Chris Taylor,Freddie Freeman ,1
Chris Taylor,Grant Dayton,1
Chris Taylor,Hanser Alberto,1
Chris Taylor,Heath Hembree ,1
Chris Taylor,Hyun Jin Ryu,1
Chris Taylor,Jake Lamb ,1
Chris Taylor,James Outman,1
Chris Taylor,James Sherfy,1
Chris Taylor,Jimmy Nelson,1
Chris Taylor,Joc Pederson,1
Chris Taylor,Joe Kelly ,1
Chris Taylor,Joey Gallo,1
Chris Taylor,Josh Fields ,1
Chris Taylor,Josh Ravin,1
Chris Taylor,Josiah Gray ,1
Chris Taylor,Keibert Ruiz,1
Chris Taylor,Kenta Maeda ,1
Chris Taylor,Kevin Pillar,1
Chris Taylor,Kevin Quackenbush ,1
Chris Taylor,Kike Hernandez,1
Chris Taylor,Kyle Farmer ,1
Chris Taylor,Logan Forsythe,1
Chris Taylor,Luis Avilan ,1
Chris Taylor,Luke Raley,1
Chris Taylor,Matt Beaty,1
Chris Taylor,Max Scherzer,1
Chris Taylor,Michael Grove ,1
Chris Taylor,Miguel Vargas ,1
Chris Taylor,Mike Freeman,1
Chris Taylor,Mike Kickham,1
Chris Taylor,Nate Jones,1
Chris Taylor,Neftali Feliz ,1
Chris Taylor,OKoyea Dickson,1
Chris Taylor,Pedro Baez,1
Chris Taylor,Reyes Moronta ,1
Chris Taylor,Rich Hill ,1
Chris Taylor,Rob Segedin ,1
Chris Taylor,Robbie Erlin,1
Chris Taylor,Ross Stripling,1
Chris Taylor,Ryan Pepiot ,1
Chris Taylor,Scott Alexander ,1
Chris Taylor,Scott Van Slyke ,1
Chris Taylor,Sergio Romo ,1
Chris Taylor,Sheldon Neuse ,1
Chris Taylor,Steven Souza Jr.,1
Chris Taylor,Tim Locastro,1
Chris Taylor,Tommy Kahnle,1
Chris Taylor,Tony Cingrani ,1
Chris Taylor,Tony Watson ,1
Chris Taylor,Tony Wolters,1
Chris Taylor,Trevor Bauer,1
Chris Taylor,Tyler Anderson,1
Chris Taylor,Victor Gonzalez ,1
Chris Taylor,Wilmer Font ,1
Chris Taylor,Yasiel Puig ,1
Chris Taylor,Yasmani Grandal ,1
Chris Taylor,Yefry Ramirez ,1
Chris Taylor,Yency Almonte ,1
Chris Taylor,Yoshi Tsutsugo,1
Chris Taylor,Yu Darvish,1
Chris Taylor,Zach Reks ,1
Chris Taylor ,Clayton Kershaw,1
Chris Taylor ,Connor Brogdon ,1
Chris Taylor ,Daniel Hudson,1
Chris Taylor ,Dinelson Lamet ,1
Chris Taylor ,Edgardo Henriquez,1
Chris Taylor ,Eduardo Salazar,1
Chris Taylor ,Elieser Hernandez,1
Chris Taylor ,Evan Phillips,1
Chris Taylor ,Freddie Freeman,1
Chris Taylor ,Gavin Lux,1
Chris Taylor ,Gavin Stone,1
Chris Taylor ,Gus Varland,1
Chris Taylor ,Hunter Feduccia,1
Chris Taylor ,J.P. Feyereisen,1
Chris Taylor ,Jack Flaherty,1
Chris Taylor ,James Outman ,1
Chris Taylor ,James Paxton ,1
Chris Taylor ,Jason Heyward,1
Chris Taylor ,Joe Kelly,1
Chris Taylor ,Justin Wrobleski ,1
Chris Taylor ,Kevin Kiermaier,1
Chris Taylor ,Kike Hernandez ,1
Chris Taylor ,Kyle Hurt,1
Chris Taylor ,Landon Knack ,1
Chris Taylor ,Max Muncy,1
Chris Taylor ,Michael Grove,1
Chris Taylor ,Michael Kopech ,1
Chris Taylor ,Michael Petersen ,1
Chris Taylor ,Miguel Rojas ,1
Chris Taylor ,Miguel Vargas,1
Chris Taylor ,Mookie Betts ,1
Chris Taylor ,Nabil Crismatt ,1
Chris Taylor ,Nick Ahmed ,1
Chris Taylor ,Nick Ramirez ,1
Chris Taylor ,Ricky Vanasco,1
Chris Taylor ,River Ryan ,1
Chris Taylor ,Ryan Brasier ,1
Chris Taylor ,Ryan Yarbrough ,1
Chris Taylor ,Shohei Ohtani,1
Chris Taylor ,Taylor Trammell,1
Chris Taylor ,Teoscar Hernandez,1
Chris Taylor ,Tommy Edman,1
Chris Taylor ,Tyler Glasnow,1
Chris Taylor ,Walker Buehler ,1
Chris Taylor ,Will Smith ,1
Chris Taylor ,Yohan Ramirez,1
Chris Taylor ,Yoshinobu Yamamoto ,1
Chris Taylor ,Zach Logue ,1
Clayton Kershaw,Cody Bellinger ,1
Clayton Kershaw,Corey Seager ,1
Clayton Kershaw,Daniel Corcino ,1
Clayton Kershaw,Daniel Hudson,1
Clayton Kershaw,David Freese ,1
Clayton Kershaw,Dennis Santana ,1
Clayton Kershaw,Dylan Floro,1
Clayton Kershaw,Edward Paredes ,1
Clayton Kershaw,Erik Goeddel ,1
Clayton Kershaw,Hyun Jin Ryu ,1
Clayton Kershaw,JT Chargois,1
Clayton Kershaw,Joc Pederson ,1
Clayton Kershaw,John Axford,1
Clayton Kershaw,Josh Fields,1
Clayton Kershaw,Julio Urias,1
Clayton Kershaw,Justin Turner,1
Clayton Kershaw,Kenley Jansen,1
Clayton Kershaw,Kenta Maeda,1
Clayton Kershaw,Kike Hernandez ,1
Clayton Kershaw,Kyle Farmer,1
Clayton Kershaw,Logan Forsythe ,1
Clayton Kershaw,Manny Machado,1
Clayton Kershaw,Matt Kemp,1
Clayton Kershaw,Max Muncy,1
Clayton Kershaw,Pat Venditte ,1
Clayton Kershaw,Pedro Baez ,1
Clayton Kershaw,Rich Hill,1
Clayton Kershaw,Rocky Gale ,1
Clayton Kershaw,Ross Stripling ,1
Clayton Kershaw,Ryan Madson,1
Clayton Kershaw,Scott Alexander,1
Clayton Kershaw,Tim Locastro ,1
Clayton Kershaw,Tony Cingrani,1
Clayton Kershaw,Walker Buehler ,1
Clayton Kershaw,Wilmer Font,1
Clayton Kershaw,Yasiel Puig,1
Clayton Kershaw,Yasmani Grandal,1
Clayton Kershaw,Yimi Garcia,1
Clayton Kershaw,Zac Rosscup,1
Clayton Kershaw,Zach Neal,1
Clayton Kershaw ,Cody Bellinger,1
Clayton Kershaw ,Daniel Hudson ,1
Clayton Kershaw ,Danny Coulombe,1
Clayton Kershaw ,Darwin Barney ,1
Clayton Kershaw ,David Huff,1
Clayton Kershaw ,David Peralta ,1
Clayton Kershaw ,Dennis Santana,1
Clayton Kershaw ,Dylan Covey ,1
Clayton Kershaw ,Dylan Floro ,1
Clayton Kershaw ,Edwin Rios,1
Clayton Kershaw ,Emmet Sheehan ,1
Clayton Kershaw ,Eric Surkamp,1
Clayton Kershaw ,Evan Phillips ,1
Clayton Kershaw ,Freddie Freeman ,1
Clayton Kershaw ,Gavin Lux ,1
Clayton Kershaw ,Gavin Stone ,1
Clayton Kershaw ,Gus Varland ,1
Clayton Kershaw ,Howie Kendrick,1
Clayton Kershaw ,Ian Thomas,1
Clayton Kershaw ,J.D. Martinez ,1
Clayton Kershaw ,J.P. Howell ,1
Clayton Kershaw ,Jake Marisnick,1
Clayton Kershaw ,Jake McGee,1
Clayton Kershaw ,Jake Reed ,1
Clayton Kershaw ,James Outman,1
Clayton Kershaw ,Jason Heyward ,1
Clayton Kershaw ,Jim Johnson ,1
Clayton Kershaw ,Jimmy Rollins ,1
Clayton Kershaw ,Joe Wieland ,1
Clayton Kershaw ,Joel Peralta,1
Clayton Kershaw ,Jonny DeLuca,1
Clayton Kershaw ,Jose Peraza ,1
Clayton Kershaw ,Josh Ravin,1
Clayton Kershaw ,Josh Sborz,1
Clayton Kershaw ,Juan Nicasio,1
Clayton Kershaw ,Juan Uribe,1
Clayton Kershaw ,Justin Bruihl ,1
Clayton Kershaw ,Justin Ruggiano ,1
Clayton Kershaw ,Keibert Ruiz,1
Clayton Kershaw ,Kolten Wong ,1
Clayton Kershaw ,Kyle Hurt ,1
Clayton Kershaw ,Lance Lynn,1
Clayton Kershaw ,Luis Avilan ,1
Clayton Kershaw ,Luke Williams ,1
Clayton Kershaw ,Mat Latos ,1
Clayton Kershaw ,Matt Beaty,1
Clayton Kershaw ,Matt West ,1
Clayton Kershaw ,Michael Busch ,1
Clayton Kershaw ,Michael Grove ,1
Clayton Kershaw ,Miguel Rojas,1
Clayton Kershaw ,Miguel Vargas ,1
Clayton Kershaw ,Mike Bolsinger,1
Clayton Kershaw ,Mitch White ,1
Clayton Kershaw ,Nick Robertson,1
Clayton Kershaw ,Noah Syndergaard,1
Clayton Kershaw ,Paco Rodriguez,1
Clayton Kershaw ,Phil Bickford ,1
Clayton Kershaw ,Ronald Torreyes ,1
Clayton Kershaw ,Ross Stripling,1
Clayton Kershaw ,Ryan Brasier,1
Clayton Kershaw ,Ryan Pepiot ,1
Clayton Kershaw ,Ryan Yarbrough,1
Clayton Kershaw ,Scott Alexander ,1
Clayton Kershaw ,Scott Baker ,1
Clayton Kershaw ,Scott Schebler,1
Clayton Kershaw ,Scott Van Slyke ,1
Clayton Kershaw ,Sergio Santos ,1
Clayton Kershaw ,Shelby Miller ,1
Clayton Kershaw ,Tayler Scott,1
Clayton Kershaw ,Terrance Gore ,1
Clayton Kershaw ,Trayce Thompson ,1
Clayton Kershaw ,Tyler Cyr ,1
Clayton Kershaw ,Tyson Miller,1
Clayton Kershaw ,Walker Buehler,1
Clayton Kershaw ,Wander Suero,1
Clayton Kershaw ,Yasiel Puig ,1
Clayton Kershaw ,Yasmani Grandal ,1
Clayton Kershaw ,Yency Almonte ,1
Clayton Kershaw ,Yimi Garcia ,1
Clayton Kershaw ,Yonny Hernandez ,1
Clayton Kershaw ,Zach Lee,1
Clayton Kershaw ,Zach McKinstry,1
Clayton Kershaw ,Zack Greinke,1
Clayton Kershaw,Cody Bellinger ,1
Clayton Kershaw,David Freese ,1
Clayton Kershaw,Dennis Santana ,1
Clayton Kershaw,Dustin May ,1
Clayton Kershaw,Dylan Floro,1
Clayton Kershaw,Edwin Rios ,1
Clayton Kershaw,Gavin Lux,1
Clayton Kershaw,Grant Dayton ,1
Clayton Kershaw,Howie Kendrick ,1
Clayton Kershaw,J.P. Howell,1
Clayton Kershaw,JT Chargois,1
Clayton Kershaw,Jaime Schultz,1
Clayton Kershaw,Jedd Gyorko,1
Clayton Kershaw,Jesse Chavez ,1
Clayton Kershaw,Joe Blanton,1
Clayton Kershaw,Joe Kelly,1
Clayton Kershaw,Jose De Leon ,1
Clayton Kershaw,Josh Fields,1
Clayton Kershaw,Josh Ravin ,1
Clayton Kershaw,Josh Reddick ,1
Clayton Kershaw,Josh Sborz ,1
Clayton Kershaw,Kristopher Negron,1
Clayton Kershaw,Kyle Garlick ,1
Clayton Kershaw,Louis Coleman,1
Clayton Kershaw,Luis Avilan,1
Clayton Kershaw,Matt Beaty ,1
Clayton Kershaw,Max Muncy,1
Clayton Kershaw,Micah Johnson,1
Clayton Kershaw,Mike Bolsinger ,1
Clayton Kershaw,Nick Tepesch ,1
Clayton Kershaw,Rob Segedin,1
Clayton Kershaw,Rocky Gale ,1
Clayton Kershaw,Russell Martin ,1
Clayton Kershaw,Scott Alexander,1
Clayton Kershaw,Scott Kazmir ,1
Clayton Kershaw,Scott Van Slyke,1
Clayton Kershaw,Tony Gonsolin,1
Clayton Kershaw,Travis dArnaud ,1
Clayton Kershaw,Trayce Thompson,1
Clayton Kershaw,Tyler White,1
Clayton Kershaw,Walker Buehler ,1
Clayton Kershaw,Will Smith ,1
Clayton Kershaw,Will Venable ,1
Clayton Kershaw,Yasiel Puig,1
Clayton Kershaw,Yasmani Grandal,1
Clayton Kershaw,Zac Rosscup,1
Clayton Kershaw,Zach Walters ,1
Clayton Kershaw ,Conner Greene ,1
Clayton Kershaw ,Corey Knebel,1
Clayton Kershaw ,Craig Kimbrel ,1
Clayton Kershaw ,Curtis Granderson ,1
Clayton Kershaw ,DJ Peters ,1
Clayton Kershaw ,Daniel Hudson ,1
Clayton Kershaw ,Darien Nunez,1
Clayton Kershaw ,Dennis Santana,1
Clayton Kershaw ,Eddy Alvarez,1
Clayton Kershaw ,Edward Paredes,1
Clayton Kershaw ,Edwin Uceta ,1
Clayton Kershaw ,Fabio Castillo,1
Clayton Kershaw ,Franklin Gutierrez,1
Clayton Kershaw ,Freddie Freeman ,1
Clayton Kershaw ,Grant Dayton,1
Clayton Kershaw ,Hanser Alberto,1
Clayton Kershaw ,Heath Hembree ,1
Clayton Kershaw ,Hyun Jin Ryu,1
Clayton Kershaw ,Jake Lamb ,1
Clayton Kershaw ,James Outman,1
Clayton Kershaw ,James Sherfy,1
Clayton Kershaw ,Jimmy Nelson,1
Clayton Kershaw ,Joc Pederson,1
Clayton Kershaw ,Joe Kelly ,1
Clayton Kershaw ,Joey Gallo,1
Clayton Kershaw ,Josh Fields ,1
Clayton Kershaw ,Josh Ravin,1
Clayton Kershaw ,Josiah Gray ,1
Clayton Kershaw ,Keibert Ruiz,1
Clayton Kershaw ,Kenta Maeda ,1
Clayton Kershaw ,Kevin Pillar,1
Clayton Kershaw ,Kevin Quackenbush ,1
Clayton Kershaw ,Kike Hernandez,1
Clayton Kershaw ,Kyle Farmer ,1
Clayton Kershaw ,Logan Forsythe,1
Clayton Kershaw ,Luis Avilan ,1
Clayton Kershaw ,Luke Raley,1
Clayton Kershaw ,Matt Beaty,1
Clayton Kershaw ,Max Scherzer,1
Clayton Kershaw ,Michael Grove ,1
Clayton Kershaw ,Miguel Vargas ,1
Clayton Kershaw ,Mike Freeman,1
Clayton Kershaw ,Mike Kickham,1
Clayton Kershaw ,Nate Jones,1
Clayton Kershaw ,Neftali Feliz ,1
Clayton Kershaw ,OKoyea Dickson,1
Clayton Kershaw ,Pedro Baez,1
Clayton Kershaw ,Reyes Moronta ,1
Clayton Kershaw ,Rich Hill ,1
Clayton Kershaw ,Rob Segedin ,1
Clayton Kershaw ,Robbie Erlin,1
Clayton Kershaw ,Ross Stripling,1
Clayton Kershaw ,Ryan Pepiot ,1
Clayton Kershaw ,Scott Alexander ,1
Clayton Kershaw ,Scott Van Slyke ,1
Clayton Kershaw ,Sergio Romo ,1
Clayton Kershaw ,Sheldon Neuse ,1
Clayton Kershaw ,Steven Souza Jr.,1
Clayton Kershaw ,Tim Locastro,1
Clayton Kershaw ,Tommy Kahnle,1
Clayton Kershaw ,Tony Cingrani ,1
Clayton Kershaw ,Tony Watson ,1
Clayton Kershaw ,Tony Wolters,1
Clayton Kershaw ,Trevor Bauer,1
Clayton Kershaw ,Tyler Anderson,1
Clayton Kershaw ,Victor Gonzalez ,1
Clayton Kershaw ,Wilmer Font ,1
Clayton Kershaw ,Yasiel Puig ,1
Clayton Kershaw ,Yasmani Grandal ,1
Clayton Kershaw ,Yefry Ramirez ,1
Clayton Kershaw ,Yency Almonte ,1
Clayton Kershaw ,Yoshi Tsutsugo,1
Clayton Kershaw ,Yu Darvish,1
Clayton Kershaw ,Zach Reks ,1
Clayton Kershaw,Connor Brogdon ,1
Clayton Kershaw,Daniel Hudson,1
Clayton Kershaw,Dinelson Lamet ,1
Clayton Kershaw,Edgardo Henriquez,1
Clayton Kershaw,Eduardo Salazar,1
Clayton Kershaw,Elieser Hernandez,1
Clayton Kershaw,Evan Phillips,1
